cluster_code,checkin,raw_predicted_demand,calibrated_predicted_demand,calibration_delta
8139,2025-12-10,18,20,2
8139,2025-12-11,34,36,2
8139,2025-12-12,14,14,0
8139,2025-12-13,10,10,0
8139,2025-12-14,11,11,0
8139,2025-12-15,13,13,0
8139,2025-12-16,14,15,1
8139,2025-12-17,21,22,1
8139,2025-12-18,27,29,2
8139,2025-12-19,16,17,1
8139,2025-12-20,11,12,1
8139,2025-12-21,9,9,0
8143,2025-11-22,0,0,0
8143,2025-11-23,0,0,0
8143,2025-11-24,0,0,0
8143,2025-11-25,0,0,0
8143,2025-11-26,0,0,0
8143,2025-11-27,0,0,0
8143,2025-11-28,0,0,0
8143,2025-11-29,0,0,0
8143,2025-11-30,0,0,0
8143,2025-12-01,0,0,0
8143,2025-12-02,0,0,0
8143,2025-12-03,0,0,0
8143,2025-12-04,0,0,0
8143,2025-12-05,0,0,0
8143,2025-12-06,0,0,0
8143,2025-12-07,0,0,0
8143,2025-12-08,0,0,0
8143,2025-12-09,0,0,0
8143,2025-12-10,0,0,0
8143,2025-12-11,0,0,0
8143,2025-12-12,0,0,0
8143,2025-12-13,0,0,0
8143,2025-12-14,0,0,0
8143,2025-12-15,0,0,0
8143,2025-12-16,0,0,0
8143,2025-12-17,0,0,0
8143,2025-12-18,0,0,0
8143,2025-12-19,0,0,0
8143,2025-12-20,0,0,0
8143,2025-12-21,0,0,0
8216,2025-11-22,8,8,0
8216,2025-11-23,14,14,0
8216,2025-11-24,23,23,0
8216,2025-11-25,17,17,0
8216,2025-11-26,17,17,0
8216,2025-11-27,27,27,0
8216,2025-11-28,18,18,0
8216,2025-11-29,17,17,0
8216,2025-11-30,10,11,1
8216,2025-12-01,9,10,1
8216,2025-12-02,11,12,1
8216,2025-12-03,16,17,1
8216,2025-12-04,42,46,4
8216,2025-12-05,13,13,0
8216,2025-12-06,15,15,0
8216,2025-12-07,11,11,0
8216,2025-12-08,10,11,1
8216,2025-12-09,12,13,1
8216,2025-12-10,18,19,1
8216,2025-12-11,36,38,2
8216,2025-12-12,12,12,0
8216,2025-12-13,11,12,1
8216,2025-12-14,10,10,0
8216,2025-12-15,12,12,0
8216,2025-12-16,12,13,1
8216,2025-12-17,21,22,1
8216,2025-12-18,28,30,2
8216,2025-12-19,12,13,1
8216,2025-12-20,10,10,0
8216,2025-12-21,11,12,1
8234,2025-11-22,0,0,0
8234,2025-11-23,0,0,0
8234,2025-11-24,1,1,0
8234,2025-11-25,0,0,0
8234,2025-11-26,0,0,0
8234,2025-11-27,0,0,0
8234,2025-11-28,0,0,0
8234,2025-11-29,0,0,0
8234,2025-11-30,0,0,0
8234,2025-12-01,0,0,0
8234,2025-12-02,0,0,0
8234,2025-12-03,0,0,0
8234,2025-12-04,0,0,0
8234,2025-12-05,0,0,0
8234,2025-12-06,0,0,0
8234,2025-12-07,0,0,0
8234,2025-12-08,0,0,0
8234,2025-12-09,0,0,0
8234,2025-12-10,0,0,0
8234,2025-12-11,0,0,0
8234,2025-12-12,0,0,0
8234,2025-12-13,0,0,0
8234,2025-12-14,0,0,0
8234,2025-12-15,0,0,0
8234,2025-12-16,0,0,0
8234,2025-12-17,0,0,0
8234,2025-12-18,0,0,0
8234,2025-12-19,0,0,0
8234,2025-12-20,0,0,0
8234,2025-12-21,0,0,0
8270,2025-11-22,3,3,0
8270,2025-11-23,13,13,0
8270,2025-11-24,11,11,0
8270,2025-11-25,6,6,0
8270,2025-11-26,9,9,0
8270,2025-11-27,36,36,0
8270,2025-11-28,14,14,0
8270,2025-11-29,7,8,1
8270,2025-11-30,7,8,1
8270,2025-12-01,9,10,1
8270,2025-12-02,10,11,1
8270,2025-12-03,11,12,1
8270,2025-12-04,25,27,2
8270,2025-12-05,15,17,2
8270,2025-12-06,14,14,0
8270,2025-12-07,13,14,1
8270,2025-12-08,12,13,1
8270,2025-12-09,12,13,1
8270,2025-12-10,16,17,1
8270,2025-12-11,47,50,3
8270,2025-12-12,21,22,1
8270,2025-12-13,12,13,1
8270,2025-12-14,10,11,1
8270,2025-12-15,15,16,1
8270,2025-12-16,15,16,1
8270,2025-12-17,17,18,1
8270,2025-12-18,46,49,3
8270,2025-12-19,20,22,2
8270,2025-12-20,17,18,1
8270,2025-12-21,10,11,1
8271,2025-11-22,133,133,0
8271,2025-11-23,122,122,0
8271,2025-11-24,140,140,0
8271,2025-11-25,160,160,0
8271,2025-11-26,223,223,0
8271,2025-11-27,255,255,0
8271,2025-11-28,78,78,0
8271,2025-11-29,74,79,5
8271,2025-11-30,63,67,4
8271,2025-12-01,57,61,4
8271,2025-12-02,75,80,5
8271,2025-12-03,124,135,11
8271,2025-12-04,206,225,19
8271,2025-12-05,83,91,8
8271,2025-12-06,80,84,4
8271,2025-12-07,62,66,4
8271,2025-12-08,66,70,4
8271,2025-12-09,90,95,5
8271,2025-12-10,138,146,8
8271,2025-12-11,278,297,19
8271,2025-12-12,77,82,5
8271,2025-12-13,55,59,4
8271,2025-12-14,46,49,3
8271,2025-12-15,68,72,4
8271,2025-12-16,79,85,6
8271,2025-12-17,121,130,9
8271,2025-12-18,158,171,13
8271,2025-12-19,86,92,6
8271,2025-12-20,53,57,4
8271,2025-12-21,36,39,3
8304,2025-11-22,199,199,0
8304,2025-11-23,356,356,0
8304,2025-11-24,198,198,0
8304,2025-11-25,178,178,0
8304,2025-11-26,254,254,0
8304,2025-11-27,607,607,0
8304,2025-11-28,233,233,0
8304,2025-11-29,96,103,7
8304,2025-11-30,101,109,8
8304,2025-12-01,114,124,10
8304,2025-12-02,129,141,12
8304,2025-12-03,224,243,19
8304,2025-12-04,621,680,59
8304,2025-12-05,245,268,23
8304,2025-12-06,123,131,8
8304,2025-12-07,131,141,10
8304,2025-12-08,121,130,9
8304,2025-12-09,145,155,10
8304,2025-12-10,286,305,19
8304,2025-12-11,1301,1393,92
8304,2025-12-12,233,250,17
8304,2025-12-13,147,158,11
8304,2025-12-14,154,165,11
8304,2025-12-15,189,204,15
8304,2025-12-16,210,226,16
8304,2025-12-17,344,371,27
8304,2025-12-18,714,770,56
8304,2025-12-19,301,324,23
8304,2025-12-20,164,177,13
8304,2025-12-21,125,135,10
8375,2025-11-22,391,391,0
8375,2025-11-23,311,311,0
8375,2025-11-24,223,223,0
8375,2025-11-25,202,202,0
8375,2025-11-26,280,280,0
8375,2025-11-27,293,293,0
8375,2025-11-28,96,96,0
8375,2025-11-29,128,138,10
8375,2025-11-30,144,155,11
8375,2025-12-01,167,180,13
8375,2025-12-02,191,205,14
8375,2025-12-03,210,230,20
8375,2025-12-04,470,515,45
8375,2025-12-05,116,127,11
8375,2025-12-06,182,193,11
8375,2025-12-07,172,182,10
8375,2025-12-08,163,173,10
8375,2025-12-09,185,196,11
8375,2025-12-10,266,284,18
8375,2025-12-11,649,696,47
8375,2025-12-12,211,226,15
8375,2025-12-13,126,136,10
8375,2025-12-14,111,120,9
8375,2025-12-15,143,154,11
8375,2025-12-16,191,206,15
8375,2025-12-17,302,325,23
8375,2025-12-18,449,484,35
8375,2025-12-19,212,229,17
8375,2025-12-20,134,144,10
8375,2025-12-21,91,98,7
8377,2025-11-22,0,0,0
8377,2025-11-23,0,0,0
8377,2025-11-24,0,0,0
8377,2025-11-25,0,0,0
8377,2025-11-26,0,0,0
8377,2025-11-27,0,0,0
8377,2025-11-28,0,0,0
8377,2025-11-29,0,0,0
8377,2025-11-30,0,0,0
8377,2025-12-01,0,0,0
8377,2025-12-02,0,0,0
8377,2025-12-03,0,0,0
8377,2025-12-04,0,0,0
8377,2025-12-05,0,0,0
8377,2025-12-06,0,0,0
8377,2025-12-07,0,0,0
8377,2025-12-08,0,0,0
8377,2025-12-09,0,0,0
8377,2025-12-10,0,0,0
8377,2025-12-11,0,0,0
8377,2025-12-12,0,0,0
8377,2025-12-13,0,0,0
8377,2025-12-14,0,0,0
8377,2025-12-15,0,0,0
8377,2025-12-16,0,0,0
8377,2025-12-17,0,0,0
8377,2025-12-18,0,0,0
8377,2025-12-19,0,0,0
8377,2025-12-20,0,0,0
8377,2025-12-21,0,0,0
8428,2025-11-22,0,0,0
8428,2025-11-23,5,5,0
8428,2025-11-24,1,1,0
8428,2025-11-25,2,2,0
8428,2025-11-26,3,3,0
8428,2025-11-27,4,4,0
8428,2025-11-28,2,2,0
8428,2025-11-29,1,1,0
8428,2025-11-30,2,2,0
8428,2025-12-01,5,5,0
8428,2025-12-02,2,2,0
8428,2025-12-03,2,3,1
8428,2025-12-04,6,7,1
8428,2025-12-05,3,3,0
8428,2025-12-06,3,3,0
8428,2025-12-07,2,2,0
8428,2025-12-08,2,3,1
8428,2025-12-09,2,3,1
8428,2025-12-10,3,3,0
8428,2025-12-11,6,6,0
8428,2025-12-12,3,3,0
8428,2025-12-13,2,3,1
8428,2025-12-14,2,2,0
8428,2025-12-15,3,3,0
8428,2025-12-16,3,3,0
8428,2025-12-17,3,3,0
8428,2025-12-18,6,7,1
8428,2025-12-19,3,3,0
8428,2025-12-20,3,3,0
8428,2025-12-21,2,2,0
8445,2025-11-22,47,47,0
8445,2025-11-23,59,59,0
8445,2025-11-24,60,60,0
8445,2025-11-25,57,57,0
8445,2025-11-26,63,63,0
8445,2025-11-27,123,123,0
8445,2025-11-28,32,32,0
8445,2025-11-29,27,29,2
8445,2025-11-30,33,35,2
8445,2025-12-01,37,40,3
8445,2025-12-02,46,50,4
8445,2025-12-03,43,46,3
8445,2025-12-04,108,117,9
8445,2025-12-05,71,76,5
8445,2025-12-06,40,42,2
8445,2025-12-07,36,39,3
8445,2025-12-08,36,38,2
8445,2025-12-09,38,41,3
8445,2025-12-10,81,86,5
8445,2025-12-11,173,184,11
8445,2025-12-12,34,37,3
8445,2025-12-13,33,35,2
8445,2025-12-14,49,52,3
8445,2025-12-15,41,44,3
8445,2025-12-16,49,52,3
8445,2025-12-17,81,86,5
8445,2025-12-18,69,75,6
8445,2025-12-19,38,41,3
8445,2025-12-20,42,45,3
8445,2025-12-21,46,49,3
8503,2025-11-22,0,0,0
8503,2025-11-23,0,0,0
8503,2025-11-24,0,0,0
8503,2025-11-25,0,0,0
8503,2025-11-26,0,0,0
8503,2025-11-27,0,0,0
8503,2025-11-28,0,0,0
8503,2025-11-29,0,0,0
8503,2025-11-30,0,0,0
8503,2025-12-01,0,0,0
8503,2025-12-02,0,0,0
8503,2025-12-03,0,0,0
8503,2025-12-04,0,0,0
8503,2025-12-05,0,0,0
8503,2025-12-06,0,0,0
8503,2025-12-07,0,0,0
8503,2025-12-08,0,0,0
8503,2025-12-09,0,0,0
8503,2025-12-10,0,0,0
8503,2025-12-11,0,0,0
8503,2025-12-12,0,0,0
8503,2025-12-13,0,0,0
8503,2025-12-14,0,0,0
8503,2025-12-15,0,0,0
8503,2025-12-16,0,0,0
8503,2025-12-17,0,0,0
8503,2025-12-18,0,0,0
8503,2025-12-19,0,0,0
8503,2025-12-20,0,0,0
8503,2025-12-21,0,0,0
8504,2025-11-22,0,0,0
8504,2025-11-23,0,0,0
8504,2025-11-24,0,0,0
8504,2025-11-25,0,0,0
8504,2025-11-26,0,0,0
8504,2025-11-27,0,0,0
8504,2025-11-28,0,0,0
8504,2025-11-29,0,0,0
8504,2025-11-30,0,0,0
8504,2025-12-01,0,0,0
8504,2025-12-02,0,0,0
8504,2025-12-03,0,0,0
8504,2025-12-04,0,0,0
8504,2025-12-05,0,0,0
8504,2025-12-06,0,0,0
8504,2025-12-07,0,0,0
8504,2025-12-08,0,0,0
8504,2025-12-09,0,0,0
8504,2025-12-10,0,0,0
8504,2025-12-11,0,0,0
8504,2025-12-12,0,0,0
8504,2025-12-13,0,0,0
8504,2025-12-14,0,0,0
8504,2025-12-15,0,0,0
8504,2025-12-16,0,0,0
8504,2025-12-17,0,0,0
8504,2025-12-18,0,0,0
8504,2025-12-19,0,0,0
8504,2025-12-20,0,0,0
8504,2025-12-21,0,0,0
8545,2025-11-22,2962,2962,0
8545,2025-11-23,2962,2962,0
8545,2025-11-24,3103,3103,0
8545,2025-11-25,3285,3285,0
8545,2025-11-26,4967,4967,0
8545,2025-11-27,5884,5884,0
8545,2025-11-28,2542,2542,0
8545,2025-11-29,1972,2100,128
8545,2025-11-30,1951,2091,140
8545,2025-12-01,2146,2299,153
8545,2025-12-02,2312,2489,177
8545,2025-12-03,3466,3755,289
8545,2025-12-04,5078,5535,457
8545,2025-12-05,2610,2840,230
8545,2025-12-06,2146,2279,133
8545,2025-12-07,1768,1879,111
8545,2025-12-08,2056,2185,129
8545,2025-12-09,2182,2321,139
8545,2025-12-10,2946,3146,200
8545,2025-12-11,5943,6359,416
8545,2025-12-12,2510,2682,172
8545,2025-12-13,1946,2084,138
8545,2025-12-14,1490,1597,107
8545,2025-12-15,1539,1652,113
8545,2025-12-16,1914,2055,141
8545,2025-12-17,2631,2831,200
8545,2025-12-18,3800,4092,292
8545,2025-12-19,2041,2198,157
8545,2025-12-20,1569,1688,119
8545,2025-12-21,1097,1181,84
8592,2025-11-22,0,0,0
8592,2025-11-23,0,0,0
8592,2025-11-24,0,0,0
8592,2025-11-25,0,0,0
8592,2025-11-26,0,0,0
8592,2025-11-27,0,0,0
8592,2025-11-28,0,0,0
8592,2025-11-29,0,0,0
8592,2025-11-30,0,0,0
8592,2025-12-01,0,0,0
8592,2025-12-02,0,0,0
8592,2025-12-03,0,0,0
8592,2025-12-04,0,0,0
8592,2025-12-05,0,0,0
8592,2025-12-06,0,0,0
8592,2025-12-07,0,0,0
8592,2025-12-08,0,0,0
8592,2025-12-09,0,0,0
8592,2025-12-10,0,0,0
8592,2025-12-11,0,0,0
8592,2025-12-12,0,0,0
8592,2025-12-13,0,0,0
8592,2025-12-14,0,0,0
8592,2025-12-15,0,0,0
8592,2025-12-16,0,0,0
8592,2025-12-17,0,0,0
8592,2025-12-18,0,0,0
8592,2025-12-19,0,0,0
8592,2025-12-20,0,0,0
8592,2025-12-21,0,0,0
8593,2025-11-22,0,0,0
8593,2025-11-23,0,0,0
8593,2025-11-24,0,0,0
8593,2025-11-25,0,0,0
8593,2025-11-26,0,0,0
8593,2025-11-27,0,0,0
8593,2025-11-28,0,0,0
8593,2025-11-29,0,0,0
8593,2025-11-30,0,0,0
8593,2025-12-01,0,0,0
8593,2025-12-02,0,0,0
8593,2025-12-03,0,0,0
8593,2025-12-04,0,0,0
8593,2025-12-05,0,0,0
8593,2025-12-06,0,0,0
8593,2025-12-07,0,0,0
8593,2025-12-08,0,0,0
8593,2025-12-09,0,0,0
8593,2025-12-10,0,0,0
8593,2025-12-11,0,0,0
8593,2025-12-12,0,0,0
8593,2025-12-13,0,0,0
8593,2025-12-14,0,0,0
8593,2025-12-15,0,0,0
8593,2025-12-16,0,0,0
8593,2025-12-17,0,0,0
8593,2025-12-18,0,0,0
8593,2025-12-19,0,0,0
8593,2025-12-20,0,0,0
8593,2025-12-21,0,0,0
8619,2025-11-22,0,0,0
8619,2025-11-23,0,0,0
8619,2025-11-24,1,1,0
8619,2025-11-25,1,1,0
8619,2025-11-26,1,1,0
8619,2025-11-27,2,2,0
8619,2025-11-28,3,3,0
8619,2025-11-29,0,1,1
8619,2025-11-30,1,1,0
8619,2025-12-01,1,1,0
8619,2025-12-02,1,1,0
8619,2025-12-03,1,1,0
8619,2025-12-04,3,4,1
8619,2025-12-05,1,1,0
8619,2025-12-06,1,1,0
8619,2025-12-07,1,2,1
8619,2025-12-08,1,2,1
8619,2025-12-09,3,3,0
8619,2025-12-10,3,4,1
8619,2025-12-11,6,7,1
8619,2025-12-12,1,1,0
8619,2025-12-13,1,1,0
8619,2025-12-14,1,1,0
8619,2025-12-15,2,2,0
8619,2025-12-16,2,2,0
8619,2025-12-17,2,2,0
8619,2025-12-18,3,3,0
8619,2025-12-19,1,2,1
8619,2025-12-20,2,2,0
8619,2025-12-21,1,1,0
8628,2025-11-22,8,8,0
8628,2025-11-23,1,1,0
8628,2025-11-24,1,1,0
8628,2025-11-25,1,1,0
8628,2025-11-26,2,2,0
8628,2025-11-27,10,10,0
8628,2025-11-28,1,1,0
8628,2025-11-29,1,2,1
8628,2025-11-30,2,2,0
8628,2025-12-01,2,2,0
8628,2025-12-02,2,3,1
8628,2025-12-03,5,6,1
8628,2025-12-04,27,29,2
8628,2025-12-05,9,10,1
8628,2025-12-06,8,9,1
8628,2025-12-07,8,8,0
8628,2025-12-08,8,8,0
8628,2025-12-09,8,8,0
8628,2025-12-10,12,13,1
8628,2025-12-11,36,39,3
8628,2025-12-12,10,11,1
8628,2025-12-13,11,11,0
8628,2025-12-14,10,10,0
8628,2025-12-15,12,12,0
8628,2025-12-16,12,13,1
8628,2025-12-17,19,20,1
8628,2025-12-18,30,32,2
8628,2025-12-19,12,12,0
8628,2025-12-20,11,12,1
8628,2025-12-21,6,7,1
8656,2025-11-22,0,0,0
8656,2025-11-23,0,0,0
8656,2025-11-24,0,0,0
8656,2025-11-25,0,0,0
8656,2025-11-26,0,0,0
8656,2025-11-27,0,0,0
8656,2025-11-28,0,0,0
8656,2025-11-29,0,0,0
8656,2025-11-30,0,0,0
8656,2025-12-01,0,0,0
8656,2025-12-02,0,0,0
8656,2025-12-03,0,0,0
8656,2025-12-04,0,0,0
8656,2025-12-05,0,0,0
8656,2025-12-06,0,0,0
8656,2025-12-07,0,0,0
8656,2025-12-08,0,0,0
8656,2025-12-09,0,0,0
8656,2025-12-10,0,0,0
8656,2025-12-11,0,0,0
8656,2025-12-12,0,0,0
8656,2025-12-13,0,0,0
8656,2025-12-14,0,0,0
8656,2025-12-15,0,0,0
8656,2025-12-16,0,0,0
8656,2025-12-17,0,0,0
8656,2025-12-18,0,0,0
8656,2025-12-19,0,0,0
8656,2025-12-20,0,0,0
8656,2025-12-21,0,0,0
8682,2025-11-22,0,0,0
8682,2025-11-23,0,0,0
8682,2025-11-24,0,0,0
8682,2025-11-25,0,0,0
8682,2025-11-26,0,0,0
8682,2025-11-27,0,0,0
8682,2025-11-28,0,0,0
8682,2025-11-29,0,0,0
8682,2025-11-30,0,0,0
8682,2025-12-01,0,0,0
8682,2025-12-02,0,0,0
8682,2025-12-03,0,0,0
8682,2025-12-04,0,0,0
8682,2025-12-05,0,0,0
8682,2025-12-06,0,0,0
8682,2025-12-07,0,0,0
8682,2025-12-08,0,0,0
8682,2025-12-09,0,0,0
8682,2025-12-10,0,0,0
8682,2025-12-11,0,0,0
8682,2025-12-12,0,0,0
8682,2025-12-13,0,0,0
8682,2025-12-14,0,0,0
8682,2025-12-15,0,0,0
8682,2025-12-16,0,0,0
8682,2025-12-17,0,0,0
8682,2025-12-18,0,0,0
8682,2025-12-19,0,0,0
8682,2025-12-20,0,0,0
8682,2025-12-21,0,0,0
8695,2025-11-22,37,37,0
8695,2025-11-23,72,72,0
8695,2025-11-24,62,62,0
8695,2025-11-25,62,62,0
8695,2025-11-26,97,97,0
8695,2025-11-27,132,132,0
8695,2025-11-28,18,18,0
8695,2025-11-29,17,18,1
8695,2025-11-30,25,27,2
8695,2025-12-01,26,28,2
8695,2025-12-02,32,34,2
8695,2025-12-03,51,55,4
8695,2025-12-04,153,166,13
8695,2025-12-05,33,35,2
8695,2025-12-06,37,40,3
8695,2025-12-07,32,34,2
8695,2025-12-08,31,33,2
8695,2025-12-09,36,38,2
8695,2025-12-10,52,56,4
8695,2025-12-11,135,145,10
8695,2025-12-12,30,32,2
8695,2025-12-13,29,31,2
8695,2025-12-14,32,33,1
8695,2025-12-15,34,37,3
8695,2025-12-16,40,43,3
8695,2025-12-17,59,64,5
8695,2025-12-18,122,132,10
8695,2025-12-19,40,43,3
8695,2025-12-20,34,36,2
8695,2025-12-21,21,23,2
8699,2025-11-22,0,0,0
8699,2025-11-23,0,0,0
8699,2025-11-24,0,0,0
8699,2025-11-25,0,0,0
8699,2025-11-26,0,0,0
8699,2025-11-27,0,0,0
8699,2025-11-28,0,0,0
8699,2025-11-29,0,0,0
8699,2025-11-30,0,0,0
8699,2025-12-01,0,0,0
8699,2025-12-02,0,0,0
8699,2025-12-03,0,0,0
8699,2025-12-04,0,0,0
8699,2025-12-05,0,0,0
8699,2025-12-06,0,0,0
8699,2025-12-07,0,0,0
8699,2025-12-08,0,0,0
8699,2025-12-09,0,0,0
8699,2025-12-10,0,0,0
8699,2025-12-11,0,0,0
8699,2025-12-12,0,0,0
8699,2025-12-13,0,0,0
8699,2025-12-14,0,0,0
8699,2025-12-15,0,0,0
8699,2025-12-16,0,0,0
8699,2025-12-17,0,0,0
8699,2025-12-18,0,0,0
8699,2025-12-19,0,0,0
8699,2025-12-20,0,0,0
8699,2025-12-21,0,0,0
8715,2025-11-22,2776,2776,0
8715,2025-11-23,2776,2776,0
8715,2025-11-24,2633,2633,0
8715,2025-11-25,2747,2747,0
8715,2025-11-26,2979,2979,0
8715,2025-11-27,2627,2627,0
8715,2025-11-28,1452,1452,0
8715,2025-11-29,1353,1427,74
8715,2025-11-30,1504,1597,93
8715,2025-12-01,1843,1959,116
8715,2025-12-02,1894,2018,124
8715,2025-12-03,2018,2159,141
8715,2025-12-04,2247,2423,176
8715,2025-12-05,1513,1629,116
8715,2025-12-06,1612,1707,95
8715,2025-12-07,1759,1862,103
8715,2025-12-08,1756,1859,103
8715,2025-12-09,2101,2226,125
8715,2025-12-10,2337,2475,138
8715,2025-12-11,2878,3057,179
8715,2025-12-12,1799,1909,110
8715,2025-12-13,2262,2411,149
8715,2025-12-14,1945,2075,130
8715,2025-12-15,2492,2662,170
8715,2025-12-16,2748,2935,187
8715,2025-12-17,3272,3493,221
8715,2025-12-18,2821,3013,192
8715,2025-12-19,1960,2097,137
8715,2025-12-20,2101,2251,150
8715,2025-12-21,1463,1569,106
8728,2025-11-22,0,0,0
8728,2025-11-23,0,0,0
8728,2025-11-24,0,0,0
8728,2025-11-25,0,0,0
8728,2025-11-26,0,0,0
8728,2025-11-27,0,0,0
8728,2025-11-28,0,0,0
8728,2025-11-29,0,0,0
8728,2025-11-30,0,0,0
8728,2025-12-01,0,0,0
8728,2025-12-02,0,0,0
8728,2025-12-03,0,0,0
8728,2025-12-04,0,0,0
8728,2025-12-05,0,0,0
8728,2025-12-06,0,0,0
8728,2025-12-07,0,0,0
8728,2025-12-08,0,0,0
8728,2025-12-09,0,0,0
8728,2025-12-10,0,0,0
8728,2025-12-11,0,0,0
8728,2025-12-12,0,0,0
8728,2025-12-13,0,0,0
8728,2025-12-14,0,0,0
8728,2025-12-15,0,0,0
8728,2025-12-16,0,0,0
8728,2025-12-17,0,0,0
8728,2025-12-18,0,0,0
8728,2025-12-19,0,0,0
8728,2025-12-20,0,0,0
8728,2025-12-21,0,0,0
8738,2025-11-22,9,9,0
8738,2025-11-23,9,9,0
8738,2025-11-24,18,18,0
8738,2025-11-25,15,15,0
8738,2025-11-26,14,14,0
8738,2025-11-27,33,33,0
8738,2025-11-28,13,13,0
8738,2025-11-29,8,9,1
8738,2025-11-30,9,10,1
8738,2025-12-01,14,15,1
8738,2025-12-02,15,16,1
8738,2025-12-03,13,15,2
8738,2025-12-04,49,53,4
8738,2025-12-05,16,17,1
8738,2025-12-06,14,14,0
8738,2025-12-07,10,10,0
8738,2025-12-08,11,12,1
8738,2025-12-09,12,13,1
8738,2025-12-10,16,17,1
8738,2025-12-11,32,34,2
8738,2025-12-12,12,13,1
8738,2025-12-13,10,11,1
8738,2025-12-14,12,13,1
8738,2025-12-15,15,16,1
8738,2025-12-16,17,18,1
8738,2025-12-17,19,20,1
8738,2025-12-18,48,52,4
8738,2025-12-19,24,25,1
8738,2025-12-20,13,14,1
8738,2025-12-21,9,9,0
8789,2025-11-22,0,0,0
8789,2025-11-23,0,0,0
8789,2025-11-24,0,0,0
8789,2025-11-25,1,1,0
8789,2025-11-26,1,1,0
8789,2025-11-27,1,1,0
8789,2025-11-28,1,1,0
8789,2025-11-29,1,1,0
8789,2025-11-30,1,1,0
8789,2025-12-01,1,1,0
8789,2025-12-02,1,1,0
8789,2025-12-03,1,2,1
8789,2025-12-04,2,3,1
8789,2025-12-05,1,1,0
8789,2025-12-06,2,2,0
8789,2025-12-07,2,2,0
8789,2025-12-08,2,2,0
8789,2025-12-09,2,2,0
8789,2025-12-10,2,2,0
8789,2025-12-11,3,3,0
8789,2025-12-12,2,2,0
8789,2025-12-13,2,2,0
8789,2025-12-14,1,1,0
8789,2025-12-15,2,2,0
8789,2025-12-16,2,2,0
8789,2025-12-17,2,2,0
8789,2025-12-18,2,3,1
8789,2025-12-19,2,2,0
8789,2025-12-20,2,2,0
8789,2025-12-21,1,1,0
8837,2025-11-22,186,186,0
8837,2025-11-23,141,141,0
8837,2025-11-24,127,127,0
8837,2025-11-25,140,140,0
8837,2025-11-26,135,135,0
8837,2025-11-27,229,229,0
8837,2025-11-28,57,57,0
8837,2025-11-29,63,66,3
8837,2025-11-30,69,74,5
8837,2025-12-01,75,79,4
8837,2025-12-02,78,83,5
8837,2025-12-03,92,99,7
8837,2025-12-04,171,185,14
8837,2025-12-05,68,74,6
8837,2025-12-06,56,59,3
8837,2025-12-07,47,50,3
8837,2025-12-08,48,51,3
8837,2025-12-09,55,58,3
8837,2025-12-10,61,65,4
8837,2025-12-11,117,126,9
8837,2025-12-12,47,51,4
8837,2025-12-13,46,49,3
8837,2025-12-14,57,61,4
8837,2025-12-15,60,64,4
8837,2025-12-16,62,67,5
8837,2025-12-17,62,67,5
8837,2025-12-18,106,114,8
8837,2025-12-19,49,53,4
8837,2025-12-20,40,43,3
8837,2025-12-21,31,33,2
8838,2025-11-22,435,435,0
8838,2025-11-23,297,297,0
8838,2025-11-24,457,457,0
8838,2025-11-25,464,464,0
8838,2025-11-26,744,744,0
8838,2025-11-27,840,840,0
8838,2025-11-28,269,269,0
8838,2025-11-29,204,220,16
8838,2025-11-30,191,206,15
8838,2025-12-01,210,227,17
8838,2025-12-02,232,251,19
8838,2025-12-03,429,467,38
8838,2025-12-04,739,807,68
8838,2025-12-05,305,331,26
8838,2025-12-06,338,356,18
8838,2025-12-07,303,318,15
8838,2025-12-08,239,252,13
8838,2025-12-09,351,370,19
8838,2025-12-10,335,357,22
8838,2025-12-11,804,860,56
8838,2025-12-12,275,294,19
8838,2025-12-13,208,223,15
8838,2025-12-14,177,190,13
8838,2025-12-15,241,258,17
8838,2025-12-16,256,276,20
8838,2025-12-17,390,420,30
8838,2025-12-18,589,632,43
8838,2025-12-19,287,308,21
8838,2025-12-20,201,216,15
8838,2025-12-21,148,158,10
8840,2025-11-22,113,113,0
8840,2025-11-23,115,115,0
8840,2025-11-24,100,100,0
8840,2025-11-25,102,102,0
8840,2025-11-26,133,133,0
8840,2025-11-27,141,141,0
8840,2025-11-28,58,58,0
8840,2025-11-29,53,56,3
8840,2025-11-30,61,65,4
8840,2025-12-01,54,58,4
8840,2025-12-02,56,61,5
8840,2025-12-03,79,85,6
8840,2025-12-04,119,130,11
8840,2025-12-05,55,60,5
8840,2025-12-06,66,70,4
8840,2025-12-07,74,79,5
8840,2025-12-08,72,76,4
8840,2025-12-09,78,82,4
8840,2025-12-10,84,89,5
8840,2025-12-11,124,133,9
8840,2025-12-12,55,59,4
8840,2025-12-13,59,63,4
8840,2025-12-14,64,68,4
8840,2025-12-15,73,78,5
8840,2025-12-16,79,84,5
8840,2025-12-17,91,98,7
8840,2025-12-18,125,134,9
8840,2025-12-19,62,67,5
8840,2025-12-20,59,64,5
8840,2025-12-21,41,44,3
8856,2025-11-22,623,623,0
8856,2025-11-23,854,854,0
8856,2025-11-24,586,586,0
8856,2025-11-25,477,477,0
8856,2025-11-26,756,756,0
8856,2025-11-27,2141,2141,0
8856,2025-11-28,719,719,0
8856,2025-11-29,485,517,32
8856,2025-11-30,434,468,34
8856,2025-12-01,557,598,41
8856,2025-12-02,602,649,47
8856,2025-12-03,739,801,62
