city_code,checkin,horizon,observed,final,remaining_demand,observed_total,days_to_checkin,pickup_1d,pickup_3d,pickup_7d,pickup_14d,pickup_velocity_3d,pickup_velocity_7d,pickup_velocity_14d,pickup_acceleration_3d,pickup_acceleration_7d,pickup_1d_share,pickup_3d_share,pickup_7d_share,pickup_3d_over_7d,active_search_days,days_since_first_search,days_since_last_search,max_daily_search,mean_daily_search,std_daily_search,search_span,expected_completion_fraction,expected_remaining_fraction,pickup_baseline_prediction,pickup_baseline_remaining,pickup_surprise,checkin_weekday,is_weekend,checkin_day_of_month,jalali_month,jalali_day,province_code,lat,long,city_hist_mean,city_hist_median,city_hist_p75,city_hist_p90,city_hist_std,city_volatility,city_weekend_ratio,city_weekday_mean,market_observed_total,market_pickup_1d,market_pickup_3d,market_pickup_7d,market_pickup_14d,market_pickup_velocity_3d,market_pickup_velocity_7d,market_pickup_velocity_14d,market_pickup_acceleration_3d,market_pickup_acceleration_7d,city_share_of_market,province_observed_total,province_pickup_1d,province_pickup_3d,province_pickup_7d,province_pickup_14d,province_pickup_velocity_3d,province_pickup_velocity_7d,province_pickup_velocity_14d,province_pickup_acceleration_3d,province_pickup_acceleration_7d,city_share_of_province
4611,2025-09-14,18,19,55,36,19,18,0,0,4,19,0,0.5714,1.357,0,-1.571,0,0,0.2105,0,2,8,6,15,9.5,5.5,2,0.2831,0.7169,67.12,48.12,34.55,6,0,14,6,23,289,36.28,59.34,16.44,7,20,41.2,31.52,1.918,1.221,12.1,1.123e+05,7642,2.365e+04,4.895e+04,7.738e+04,7883,6993,5527,820,2932,0.0001692,1.821e+04,1326,4163,8136,1.325e+04,1388,1162,946.3,240,432,0.001044
4820,2025-09-14,1,24,26,2,24,1,1,7,12,17,2.333,1.714,1.214,0.6667,1,0.04167,0.2917,0.5,0.5833,10,22,0,5,2.4,1.2,22,0.9462,0.05382,25.37,1.365,2.4e+07,6,0,14,6,23,289,35.24,58.46,23.42,18,27,46.6,22.84,0.9752,1.287,18.83,5.914e+05,7.634e+04,1.945e+05,3.363e+05,4.487e+05,6.484e+04,4.804e+04,3.205e+04,2.252e+04,3.199e+04,4.058e-05,7.385e+04,6240,1.945e+04,3.645e+04,5.116e+04,6484,5208,3654,1438,3107,0.000325
6613,2025-09-14,25,0,26,26,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.1011,0.8989,0,0,0,6,0,14,6,23,754,37.26,50.01,17.95,11,20,40.6,22.28,1.241,1.284,14.48,6.331e+04,4639,1.241e+04,2.843e+04,4.447e+04,4137,4061,3176,-18.33,1769,0,1.51e+04,1312,3093,6929,1.092e+04,1031,989.9,780.4,4.667,419,0
7201,2025-09-14,2,2227,2674,447,2227,2,311,737,1123,1689,245.7,160.4,120.6,130.3,79.57,0.1396,0.3309,0.5043,0.6563,45,57,0,311,49.49,66.37,57,0.8076,0.1924,2758,530.7,2.227e+09,6,0,14,6,23,754,37.25,50.25,896.9,584,1074,1968,967,1.078,1.185,748.3,5.151e+05,6.496e+04,1.67e+05,2.689e+05,3.841e+05,5.567e+04,3.842e+04,2.744e+04,2.468e+04,2.196e+04,0.004324,1.416e+05,1.964e+04,4.895e+04,7.748e+04,1.093e+05,1.632e+04,1.107e+04,7809,7741,6518,0.01573
8682,2025-09-14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.9581,0.04192,0,0,0,6,0,14,6,23,490,25.85,54.65,0.005479,0,0,0,0.1047,19.1,0,0,5.914e+05,7.634e+04,1.945e+05,3.363e+05,4.487e+05,6.484e+04,4.804e+04,3.205e+04,2.252e+04,3.199e+04,0,2.496e+04,1666,4930,1.014e+04,1.632e+04,1643,1448,1165,135.7,565.3,0
9806,2025-09-14,2,157,198,41,157,2,10,49,90,128,16.33,12.86,9.143,2.667,7.429,0.06369,0.3121,0.5732,0.5444,26,44,0,29,6.038,7.079,44,0.7071,0.2929,222,65.04,1.57e+08,6,0,14,6,23,289,36.3,59.38,138.8,96,150,272.8,144.6,1.042,1.532,99.81,5.151e+05,6.496e+04,1.67e+05,2.689e+05,3.841e+05,5.567e+04,3.842e+04,2.744e+04,2.468e+04,2.196e+04,0.0003048,6.761e+04,6596,1.906e+04,3.124e+04,4.653e+04,6354,4463,3324,2637,2278,0.002322
9880,2025-09-14,25,25,804,779,25,25,0,6,18,21,2,2.571,1.5,-1,2.143,0,0.24,0.72,0.3333,8,25,1,9,3.125,2.759,24,0.07368,0.9263,339.3,314.3,5.908,6,0,14,6,23,424,32.77,50.63,525.5,288,570,1346,837.4,1.593,1.663,303.6,6.331e+04,4639,1.241e+04,2.843e+04,4.447e+04,4137,4061,3176,-18.33,1769,0.0003949,1573,149,346,640,1055,115.3,91.43,75.36,30.67,32.14,0.01589
1668,2025-09-15,25,0,1,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.12,0.88,0,0,0,0,0,15,6,24,424,31.93,51.65,3.926,2,5,9,5.663,1.443,1.506,2.769,6.105e+04,3669,1.17e+04,2.581e+04,4.205e+04,3899,3688,3003,397.3,1369,0,1549,95,299,550,984,99.67,78.57,70.29,35.67,16.57,0
2908,2025-09-15,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.1464,0.8536,0,0,0,0,0,15,6,24,987,35.42,51.59,0.005479,0,0,0,0.1047,19.1,0,0,8.791e+04,7421,2.217e+04,3.856e+04,6.105e+04,7389,5508,4361,3166,2294,0,8121,651,1731,3119,5087,577,445.6,363.4,232.3,164.4,0
6379,2025-09-15,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.2319,0.7681,0,0,0,0,0,15,6,24,289,34.52,58.18,0.005479,0,0,0,0.1047,19.1,0,0,8.791e+04,7421,2.217e+04,3.856e+04,6.105e+04,7389,5508,4361,3166,2294,0,1.368e+04,1412,3703,5943,1.005e+04,1234,849,717.6,690,262.9,0
7221,2025-09-15,14,794,5479,4685,794,14,134,213,401,582,71,57.29,41.57,17.67,31.43,0.1688,0.2683,0.505,0.5312,39,42,0,134,20.36,24.98,42,0.205,0.795,3873,3079,7.94e+08,0,0,15,6,24,149,36.68,52.52,1714,1099,1995,3799,1765,1.03,1.207,1480,1.533e+05,1.415e+04,3.536e+04,6.536e+04,1.039e+05,1.178e+04,9338,7423,4037,3830,0.00518,6.036e+04,6371,1.483e+04,2.654e+04,4.172e+04,4943,3791,2980,1836,1621,0.01316
7888,2025-09-15,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.3423,0.6577,0,0,0,0,0,15,6,24,424,32.78,51.65,0.005479,0,0,0,0.1047,19.1,0,0,2.18e+05,2.13e+04,5.135e+04,1.001e+05,1.523e+05,1.712e+04,1.43e+04,1.088e+04,4220,6850,0,6555,503,1599,3135,4873,533,447.9,348.1,135,199.6,0
8999,2025-09-15,25,119,2259,2140,119,25,19,23,47,62,7.667,6.714,4.429,0.3333,4.571,0.1597,0.1933,0.395,0.4894,19,33,0,19,6.263,5.004,33,0.09352,0.9065,1272,1153,1.19e+08,0,0,15,6,24,424,33.98,51.43,4253,1856,3831,8793,7176,1.687,1.745,2926,6.105e+04,3669,1.17e+04,2.581e+04,4.205e+04,3899,3688,3003,397.3,1369,0.001949,1549,95,299,550,984,99.67,78.57,70.29,35.67,16.57,0.07682
1209,2025-09-16,5,6,16,10,6,5,0,0,4,5,0,0.5714,0.3571,-0.6667,0.4286,0,0,0.6667,0,4,27,3,2,1.5,0.5,24,0.677,0.323,8.863,2.863,33.36,1,0,16,6,25,289,36.48,59.16,5.742,3,6,12,12.47,2.172,1.456,6.942,3.466e+05,3.829e+04,1.033e+05,1.661e+05,2.46e+05,3.444e+04,2.372e+04,1.757e+04,1.971e+04,1.231e+04,1.731e-05,4.42e+04,4739,1.186e+04,1.896e+04,2.912e+04,3954,2709,2080,2307,1259,0.0001357
2099,2025-09-16,3,1.513e+04,1.747e+04,2340,1.513e+04,3,1404,3239,6288,1.007e+04,1080,898.3,719.1,196.3,358.4,0.09277,0.214,0.4155,0.5151,57,56,0,1404,265.5,305.5,56,0.8718,0.1282,1.736e+04,2226,1.513e+10,1,0,16,6,25,490,26.53,53.97,1.829e+04,1.565e+04,2.166e+04,2.693e+04,1.51e+04,0.8255,0.9687,1.966e+04,4.56e+05,6.23e+04,1.477e+05,2.502e+05,3.364e+05,4.922e+04,3.574e+04,2.403e+04,1.849e+04,2.342e+04,0.03319,2.674e+04,2754,6214,1.12e+04,1.742e+04,2071,1600,1244,601,711,0.566
2136,2025-09-16,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.6653,0.3347,0,0,0,1,0,16,6,25,490,27.22,53.04,0.005479,0,0,0,0.1047,19.1,0,0,2.728e+05,2.95e+04,6.698e+04,1.187e+05,1.842e+05,2.233e+04,1.696e+04,1.315e+04,9295,7617,0,1.897e+04,1277,3426,7070,1.19e+04,1142,1010,849.9,280.3,320.3,0
4125,2025-09-16,14,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.231,0.769,0,0,0,1,0,16,6,25,987,35.57,51.09,4.597,3,6,10,5.22,1.135,1.451,4.269,1.541e+05,1.176e+04,3.449e+04,6.542e+04,1.042e+05,1.15e+04,9345,7439,3179,3812,0,1.344e+04,902,2644,4971,8390,881.3,710.1,599.3,279,221.7,0
4729,2025-09-16,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.1781,0.8219,0,0,0,1,0,16,6,25,987,35.53,51.4,0.005479,0,0,0,0.1047,19.1,0,0,1.097e+05,9064,2.108e+04,4.797e+04,7.319e+04,7025,6853,5228,-1,3251,0,1.012e+04,637,1654,3970,6316,551.3,567.1,451.1,-36.67,232,0
6912,2025-09-16,3,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.6734,0.3266,0,0,0,1,0,16,6,25,424,32.73,52.68,0.2795,0,0,1,0.9427,3.373,2.476,0.2308,4.56e+05,6.23e+04,1.477e+05,2.502e+05,3.364e+05,4.922e+04,3.574e+04,2.403e+04,1.849e+04,2.342e+04,0,1.734e+04,2973,6677,1.06e+04,1.35e+04,2226,1514,964.6,1019,1098,0
7339,2025-09-16,25,3254,4.725e+04,4.399e+04,3254,25,155,638,1379,2249,212.7,197,160.6,22.67,72.71,0.04763,0.1961,0.4238,0.4627,35,34,0,278,92.97,69.47,34,0.1069,0.8931,3.045e+04,2.72e+04,3.254e+09,1,0,16,6,25,754,37.28,49.59,2.526e+04,1.748e+04,3.041e+04,4.843e+04,2.266e+04,0.8971,1.289,2.356e+04,6.177e+04,4031,1.184e+04,2.521e+04,4.218e+04,3946,3602,3013,532.3,1178,0.05268,1.432e+04,766,2730,5926,9904,910,846.6,707.4,100.3,278.3,0.2272
7401,2025-09-16,2,2,3,1,2,2,0,0,0,2,0,0,0.1429,0,-0.2857,0,0,0,0,1,11,11,2,2,0,0,0.704,0.296,2.841,0.8411,5.901,1,0,16,6,25,987,35.61,51.03,3.477,2,5,8,3.754,1.08,1.637,3.346,5.265e+05,7.051e+04,1.799e+05,3.104e+05,3.965e+05,5.996e+04,4.434e+04,2.832e+04,2.552e+04,3.203e+04,3.798e-06,4.295e+04,6455,1.508e+04,2.502e+04,3.128e+04,5027,3574,2234,2360,2679,4.657e-05
8270,2025-09-16,2,24,28,4,24,2,2,12,14,20,4,2,1.429,3.333,1.143,0.08333,0.5,0.5833,0.8571,10,35,0,6,2.4,1.562,35,0.6566,0.3434,36.55,12.55,2.611,1,0,16,6,25,987,35.63,51.13,32.87,23,38,69,35.89,1.092,1.829,29.21,5.265e+05,7.051e+04,1.799e+05,3.104e+05,3.965e+05,5.996e+04,4.434e+04,2.832e+04,2.552e+04,3.203e+04,4.558e-05,4.295e+04,6455,1.508e+04,2.502e+04,3.128e+04,5027,3574,2234,2360,2679,0.0005588
9879,2025-09-16,21,467,3281,2814,467,21,45,140,228,334,46.67,32.57,23.86,29,17.43,0.09636,0.2998,0.4882,0.614,31,36,0,56,15.06,13.05,36,0.1457,0.8543,3204,2737,4.67e+08,1,0,16,6,25,754,36.97,50.55,1180,785,1443,2531,1271,1.077,1.153,1159,8.867e+04,6624,2.108e+04,3.874e+04,6.098e+04,7026,5534,4355,2553,2356,0.005267,2.127e+04,1909,5504,9675,1.475e+04,1835,1382,1054,798,656.7,0.02196
1011,2025-09-17,10,84,307,223,84,10,4,11,37,54,3.667,5.286,3.857,-2.333,2.857,0.04762,0.131,0.4405,0.2973,24,49,0,11,3.5,2.769,49,0.1876,0.8124,447.8,363.8,8.4e+07,2,0,17,6,26,149,35.88,52.17,306.4,180,345,714.4,313.2,1.022,2.027,376.1,2.052e+05,9982,3.418e+04,8.342e+04,1.351e+05,1.14e+04,1.192e+04,9647,-1084,4540,0.0004094,8.073e+04,4175,1.354e+04,3.422e+04,5.451e+04,4513,4889,3894,-628.7,1991,0.001041
2483,2025-09-17,21,28,358,330,28,21,2,9,9,17,3,1.286,1.214,3,0.1429,0.07143,0.3214,0.3214,1,11,36,0,7,2.545,1.725,36,0.2355,0.7645,118.9,90.91,1.802,2,0,17,6,26,490,26.96,56.07,744.5,449,856,1807,927.1,1.245,0.9011,838.9,8.87e+04,5645,1.858e+04,3.825e+04,6.067e+04,6192,5464,4333,696,2262,0.0003157,7059,328,1252,2606,4393,417.3,372.3,313.8,61.33,117,0.003967
2778,2025-09-17,30,541,9739,9198,541,30,54,112,255,409,37.33,36.43,29.21,14.67,14.43,0.09982,0.207,0.4713,0.4392,26,29,0,75,20.81,18.85,29,0.06948,0.9305,7787,7246,5.41e+08,2,0,17,6,26,754,37.2,50.01,4533,3097,5266,9108,4506,0.9941,1.264,5605,4.324e+04,3111,9500,2.022e+04,3.05e+04,3167,2888,2179,410,1419,0.01251,9229,697,2199,4169,6461,733,595.6,461.5,250.7,268.1,0.05862
3109,2025-09-17,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.2319,0.7681,0,0,0,2,0,17,6,26,289,35.59,58.88,0.005479,0,0,0,0.1047,19.1,0,0,8.87e+04,5645,1.858e+04,3.825e+04,6.067e+04,6192,5464,4333,696,2262,0,1.285e+04,749,2742,5634,9147,914,804.9,653.4,102.3,303,0
3140,2025-09-17,14,68,454,386,68,14,10,22,41,55,7.333,5.857,3.929,2,3.857,0.1471,0.3235,0.6029,0.5366,17,40,0,12,4,3.068,40,0.1457,0.8543,466.6,398.6,11.38,2,0,17,6,26,929,36.17,50.77,624,226,528,1386,1283,2.057,1.728,893.3,1.582e+05,1.269e+04,3.639e+04,6.946e+04,1.077e+05,1.213e+04,9923,7694,3068,4458,0.00043,5136,518,1323,2444,3526,441,349.1,251.9,149,194.6,0.01324
4174,2025-09-17,18,1,2,1,1,18,0,0,1,1,0,0.1429,0.07143,-0.3333,0.1429,0,0,1,0,1,3,3,1,1,0,0,0.1635,0.8365,6.115,5.115,15.45,2,0,17,6,26,149,36.42,52.66,1.17,0,2,3,1.808,1.545,1.195,1.173,1.122e+05,9286,2.35e+04,4.915e+04,7.531e+04,7835,7021,5379,1643,3284,8.913e-06,4.27e+04,3791,9265,1.924e+04,2.915e+04,3088,2749,2082,682.7,1334,2.342e-05
4419,2025-09-17,5,313,712,399,313,5,25,87,146,208,29,20.86,14.86,13,12,0.07987,0.278,0.4665,0.5959,32,43,0,36,9.781,9.45,43,0.4376,0.5624,715.2,402.2,3.13e+08,2,0,17,6,26,289,36.21,58.79,430.7,281,406,903.8,509.2,1.182,1.509,521.4,3.711e+05,4.293e+04,1.1e+05,1.826e+05,2.682e+05,3.666e+04,2.609e+04,1.916e+04,1.468e+04,1.387e+04,0.0008434,4.359e+04,4431,1.16e+04,1.93e+04,2.876e+04,3868,2757,2055,1568,1404,0.00718
6379,2025-09-17,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.1202,0.8798,0,0,0,2,0,17,6,26,289,34.52,58.18,0.005479,0,0,0,0.1047,19.1,0,0,4.324e+04,3111,9500,2.022e+04,3.05e+04,3167,2888,2179,410,1419,0,6219,450,1357,3492,4733,452.3,498.9,338.1,-125.3,321.6,0
6430,2025-09-17,7,7,16,9,7,7,0,1,3,7,0.3333,0.4286,0.5,-0.3333,-0.1429,0,0.1429,0.4286,0.3333,5,12,1,2,1.4,0.4899,11,0.582,0.418,12.03,5.027,3.341,2,0,17,6,26,289,36.64,59.12,12.8,8,15,26,18.36,1.434,1.502,15.1,2.944e+05,3.324e+04,8.92e+04,1.362e+05,2.057e+05,2.973e+04,1.946e+04,1.469e+04,1.834e+04,9538,2.378e-05,3.538e+04,3394,9217,1.456e+04,2.253e+04,3072,2080,1610,1784,940.9,0.0001978
7029,2025-09-17,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.8794,0.1206,0,0,0,2,0,17,6,26,289,36.14,59.11,0.005479,0,0,0,0.1047,19.1,0,0,5.695e+05,7.317e+04,1.984e+05,3.381e+05,4.359e+05,6.613e+04,4.83e+04,3.114e+04,2.946e+04,3.431e+04,0,6.167e+04,6417,1.808e+04,3.296e+04,4.312e+04,6026,4709,3080,2158,3258,0
7432,2025-09-17,1,3,4,1,3,1,1,1,1,1,0.3333,0.1429,0.07143,0.3333,0.1429,0.3333,0.3333,0.3333,1,3,28,0,1,1,0,28,0.8796,0.1204,3.411,0.4108,3e+06,2,0,17,6,26,424,34.04,51.05,2.178,1,3,5,4.43,2.034,1.509,2.654,6.499e+05,8.039e+04,2.22e+05,3.888e+05,5.044e+05,7.4e+04,5.554e+04,3.603e+04,2.95e+04,3.901e+04,4.616e-06,3.352e+04,5553,1.431e+04,2.308e+04,2.811e+04,4770,3297,2008,2352,2578,8.95e-05
8234,2025-09-17,14,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.231,0.769,0,0,0,2,0,17,6,26,987,35.5,51.19,0.4384,0,0,2,1.04,2.373,0.9392,0.6154,1.582e+05,1.269e+04,3.639e+04,6.946e+04,1.077e+05,1.213e+04,9923,7694,3068,4458,0,1.494e+04,1021,3075,5655,9365,1025,807.9,668.9,325.3,277.9,0
8592,2025-09-17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.533,0.467,0,0,0,2,0,17,6,26,424,32.67,52.13,0.005479,0,0,0,0.1047,19.1,0,0,3.711e+05,4.293e+04,1.1e+05,1.826e+05,2.682e+05,3.666e+04,2.609e+04,1.916e+04,1.468e+04,1.387e+04,0,1.595e+04,2484,5507,8621,1.208e+04,1836,1232,862.6,881,738,0
8728,2025-09-17,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.06466,0.9353,0,0,0,2,0,17,6,26,149,36.32,52.89,0.005479,0,0,0,0.1047,19.1,0,0,4.324e+04,3111,9500,2.022e+04,3.05e+04,3167,2888,2179,410,1419,0,1.591e+04,1106,3526,7501,1.146e+04,1175,1072,818.9,136.7,505.3,0
8840,2025-09-17,3,290,374,84,290,3,26,83,151,203,27.67,21.57,14.5,10.33,14.14,0.08966,0.2862,0.5207,0.5497,42,56,0,32,6.905,7.739,56,0.7744,0.2256,374.5,84.5,2.9e+08,2,0,17,6,26,149,36.69,52.57,172.1,137,208,304,145.8,0.8469,1.025,209.8,4.963e+05,6.845e+04,1.681e+05,2.911e+05,3.746e+05,5.605e+04,4.159e+04,2.675e+04,2.379e+04,2.968e+04,0.0005843,2.012e+05,2.815e+04,6.919e+04,1.205e+05,1.547e+05,2.306e+04,1.721e+04,1.105e+04,9447,1.232e+04,0.001441
8999,2025-09-17,21,192,4509,4317,192,21,7,26,58,105,8.667,8.286,7.5,4,1.571,0.03646,0.1354,0.3021,0.4483,29,38,0,22,6.621,5.702,38,0.127,0.873,1512,1320,1.92e+08,2,0,17,6,26,424,33.98,51.43,4253,1856,3831,8793,7176,1.687,1.745,5695,8.87e+04,5645,1.858e+04,3.825e+04,6.067e+04,6192,5464,4333,696,2262,0.002165,3148,195,638,1315,2183,212.7,187.9,155.9,32.67,63.86,0.06099
9150,2025-09-17,5,71,195,124,71,5,5,16,29,48,5.333,4.143,3.429,1,1.429,0.07042,0.2254,0.4085,0.5517,20,51,0,12,3.55,2.819,51,0.4488,0.5512,158.2,87.2,7.1e+07,2,0,17,6,26,289,36.21,57.68,122.6,97,136,222.8,83.31,0.6794,1.031,133,3.711e+05,4.293e+04,1.1e+05,1.826e+05,2.682e+05,3.666e+04,2.609e+04,1.916e+04,1.468e+04,1.387e+04,0.0001913,4.359e+04,4431,1.16e+04,1.93e+04,2.876e+04,3868,2757,2055,1568,1404,0.001629
1239,2025-09-18,18,1,26,25,1,18,0,0,1,1,0,0.1429,0.07143,-0.3333,0.1429,0,0,1,0,1,3,3,1,1,0,0,0.1176,0.8824,8.502,7.502,0.6673,3,1,18,6,27,929,35.95,50.6,18.35,12,20,31,28.29,1.542,1.257,28.38,1.157e+05,9118,2.552e+04,4.959e+04,7.748e+04,8507,7084,5535,2651,3098,8.642e-06,7509,562,1618,3257,4915,539.3,465.3,351.1,108.7,228.4,0.0001332
1371,2025-09-18,21,6,63,57,6,21,0,0,4,6,0,0.5714,0.4286,-1.333,0.2857,0,0,0.6667,0,3,10,3,3,2,0.8165,7,0.2319,0.7681,25.88,19.88,1.585,3,1,18,6,27,289,35.28,59.21,25.9,22,31,44.6,17.49,0.6754,1.036,32.73,9.019e+04,5615,1.757e+04,3.932e+04,6.128e+04,5856,5618,4377,-175,2481,6.653e-05,1.19e+04,680,2250,5138,8391,750,734,599.4,-46.33,269.3,0.0005044
2692,2025-09-18,30,136,4889,4753,136,30,4,31,80,107,10.33,11.43,7.643,-4.333,7.571,0.02941,0.2279,0.5882,0.3875,20,29,0,30,6.8,6.911,29,0.06072,0.9393,2240,2104,8.414,3,1,18,6,27,754,38.39,48.87,1671,1020,1914,3849,2100,1.257,1.276,2509,4.435e+04,3143,9330,2.016e+04,3.117e+04,3110,2880,2226,303.3,1308,0.003066,9504,785,2120,4255,6786,706.7,607.9,484.7,112.3,246.3,0.01431
2992,2025-09-18,2,3,4,1,3,2,0,1,3,3,0.3333,0.4286,0.2143,-0.3333,0.4286,0,0.3333,1,0.3333,2,4,1,2,1.5,0.5,3,0.769,0.231,3.901,0.9013,67.48,3,1,18,6,27,149,36.64,52.63,0.789,0,1,3,1.428,1.81,1.107,1.058,6.158e+05,7.978e+04,2.185e+05,3.734e+05,4.773e+05,7.283e+04,5.334e+04,3.41e+04,3.104e+04,3.849e+04,4.872e-06,2.31e+05,3.065e+04,8.41e+04,1.419e+05,1.814e+05,2.803e+04,2.028e+04,1.296e+04,1.254e+04,1.464e+04,1.299e-05
5986,2025-09-18,18,586,4524,3938,586,18,60,131,235,429,43.67,33.57,30.64,19,5.857,0.1024,0.2235,0.401,0.5574,35,39,0,60,16.74,16.08,39,0.1097,0.8903,5340,4754,5.86e+08,3,1,18,6,27,987,35.69,52.05,2488,1127,2716,5041,4090,1.644,1.885,5423,1.157e+05,9118,2.552e+04,4.959e+04,7.748e+04,8507,7084,5535,2651,3098,0.005064,1.386e+04,858,2549,5205,8700,849.7,743.6,621.4,191,244.3,0.04227
6662,2025-09-18,5,183,355,172,183,5,22,43,69,125,14.33,9.857,8.929,6.333,1.857,0.1202,0.235,0.377,0.6232,25,46,0,22,7.32,5.12,46,0.4366,0.5634,419.1,236.1,1.83e+08,3,1,18,6,27,987,35.33,51.63,178.3,124,185,286,213.8,1.199,1.441,316,3.973e+05,5.516e+04,1.254e+05,2.134e+05,2.907e+05,4.18e+04,3.049e+04,2.076e+04,1.537e+04,1.945e+04,0.0004607,4.413e+04,6411,1.423e+04,2.329e+04,3.113e+04,4742,3327,2223,1994,2207,0.004147
6986,2025-09-18,3,35,44,9,35,3,4,5,5,6,1.667,0.7143,0.4286,1.667,0.5714,0.1143,0.1429,0.1429,1,6,16,0,12,5.833,4.598,16,0.6222,0.3778,56.25,21.25,41.64,3,1,18,6,27,424,33.9,51.77,29.39,11,25,93.6,52.23,1.777,2.737,95.46,5.36e+05,7.315e+04,1.939e+05,3.2e+05,4.095e+05,6.463e+04,4.571e+04,2.925e+04,3.138e+04,3.292e+04,6.53e-05,2.878e+04,4936,1.297e+04,1.955e+04,2.401e+04,4324,2793,1715,2502,2156,0.001216
7039,2025-09-18,5,60,109,49,60,5,6,31,39,50,10.33,5.571,3.571,9.333,4,0.1,0.5167,0.65,0.7949,12,26,0,19,5,4.708,26,0.9169,0.08314,65.44,5.441,6e+07,3,1,18,6,27,424,32.63,51.35,52.46,39,55,78,55.6,1.06,1.13,72.38,3.973e+05,5.516e+04,1.254e+05,2.134e+05,2.907e+05,4.18e+04,3.049e+04,2.076e+04,1.537e+04,1.945e+04,0.000151,1.942e+04,3607,7612,1.192e+04,1.548e+04,2537,1703,1105,1246,1196,0.00309
8837,2025-09-18,21,99,400,301,99,21,4,14,56,62,4.667,8,4.429,-6.667,7.143,0.0404,0.1414,0.5657,0.25,16,37,0,24,6.188,5.187,37,0.1214,0.8786,815.2,716.2,16.89,3,1,18,6,27,149,36.85,50.79,208.3,161,259,428,177.5,0.8521,1.08,274.2,9.019e+04,5615,1.757e+04,3.932e+04,6.128e+04,5856,5618,4377,-175,2481,0.001098,3.11e+04,2025,6414,1.424e+04,2.152e+04,2138,2035,1537,-29,994.7,0.003183
9547,2025-09-18,3,3.177e+04,4.822e+04,1.644e+04,3.177e+04,3,4810,1.324e+04,2e+04,2.486e+04,4415,2857,1775,2583,2163,0.1514,0.4168,0.6294,0.6623,57,56,0,4810,557.4,1019,56,0.5817,0.4183,5.462e+04,2.285e+04,3.177e+10,3,1,18,6,27,929,35.94,50.8,1.895e+04,1.237e+04,2.191e+04,4.143e+04,1.829e+04,0.9655,2.106,4.249e+04,5.36e+05,7.315e+04,1.939e+05,3.2e+05,4.095e+05,6.463e+04,4.571e+04,2.925e+04,3.138e+04,3.292e+04,0.05928,3.674e+04,5490,1.501e+04,2.283e+04,2.858e+04,5005,3262,2041,2884,2441,0.8649
9879,2025-09-18,1,2789,3013,224,2789,1,311,804,1511,2115,268,215.9,151.1,68.33,129.6,0.1115,0.2883,0.5418,0.5321,50,57,0,311,55.78,76.4,57,0.8963,0.1037,3112,322.8,2.789e+09,3,1,18,6,27,754,36.97,50.55,1180,785,1443,2531,1271,1.077,1.153,1571,7.085e+05,9.27e+04,2.456e+05,4.366e+05,5.582e+05,8.188e+04,6.237e+04,3.987e+04,2.843e+04,4.5e+04,0.003937,1.647e+05,2.112e+04,5.523e+04,1.007e+05,1.314e+05,1.841e+04,1.438e+04,9388,6019,9983,0.01693
1224,2025-09-19,10,11,50,39,11,10,1,1,3,9,0.3333,0.4286,0.6429,0.3333,-0.4286,0.09091,0.09091,0.2727,0.3333,7,15,0,2,1.571,0.4949,15,0.2568,0.7432,42.84,31.84,2.764,4,1,19,6,28,987,35.48,51.08,37.88,33,42,58,22.32,0.5893,1.324,32.7,1.375e+05,1.35e+04,2.998e+04,5.525e+04,8.984e+04,9994,7893,6417,3748,2952,7.999e-05,1.586e+04,1523,3049,5716,9369,1016,816.6,669.2,357,294.7,0.0006934
